Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
0.837793,110.0139999,1.64114,239.3450012,44.2664986,5.0707202,0.835244,90.8998032,1.34051,204.7960052,35.5023003,3.1182499,157.6519928,61.3810005,19.9624996,146.8329926,75.1924973,17.9449005,0.0
0.734077,152.9340057,1.3443201,249.6089935,67.1414032,7.2207999,0.753613,118.5569992,1.49514,179.7539978,58.5045013,3.60041,166.6790009,34.2136993,16.8178005,139.9989929,47.4926987,14.9730997,0.0
0.630056,104.7770004,1.5261,238.8110046,40.7854996,4.1690302,0.701892,95.6501999,1.31284,208.3200073,39.0046997,3.16734,170.2070007,57.0415001,19.7723007,158.2700043,66.322998,20.9081993,0.0
1.12651,111.9150009,1.70717,235.9940033,39.2164001,5.1456399,1.0434999,93.7609024,1.32222,207.4409943,32.2797012,3.1699901,164.2749939,65.8976974,20.2814007,146.8399963,82.8591003,17.8955994,0.0
1.1147701,191.2879944,1.37352,248.6640015,82.1585999,9.5026798,1.36377,148.6390076,1.51255,172.1829987,65.9953995,4.3336201,193.4360046,31.2700005,16.9227009,144.3739929,43.2046013,16.4386997,33.8
0.528516,127.6389999,1.30966,250.746994,50.9301987,5.1259599,0.753799,94.5187988,1.51127,180.2339935,46.2430992,3.22136,181.701004,41.3227997,16.9160004,148.7649994,52.4030991,16.7605,0.0
1.1532,196.4450073,1.3821599,248.6009979,83.6551971,9.5746002,1.44513,146.8200073,1.51271,170.8509979,65.6243973,4.3512902,197.2660065,30.4480991,17.0021992,144.6750031,43.5438995,16.9249992,33.8
1.0074199,122.6090012,1.63297,218.6150055,52.1633987,5.92032,0.951771,119.3560028,1.63069,198.154007,51.6271019,3.7376499,171.4759979,43.448101,17.9615993,143.8170013,53.9045982,17.8988991,22.5
0.750113,90.2468033,1.60756,240.9819946,36.9206009,4.1631999,0.65236,83.0501022,1.3212,203.8509979,35.6846008,3.1229801,147.9100037,59.4502983,20.030899,144.6340027,72.9046021,16.7898006,22.5
1.05068,54.8348007,1.71889,230.2429962,18.8554001,2.80601,0.761296,92.9570007,1.32621,225.7129974,35.9831009,3.4033799,161.7480011,58.2020988,20.3180008,151.076004,70.4356003,20.8311996,0.0
0.569165,138.8609924,1.31577,249.4060059,66.1797028,7.0833001,0.703343,97.7237015,1.5098,175.0010071,53.8546982,3.5527201,184.8480072,36.547699,17.0739994,142.8509979,49.3140984,16.5951004,33.8
0.56229,136.0859985,1.31375,249.4349976,63.2680016,6.7261901,0.659445,97.3364029,1.51033,174.6609955,53.4197998,3.4039299,179.197998,36.5029984,16.9529991,140.5700073,49.6897011,15.6322002,33.8
1.07023,112.9420013,1.6940399,238.8970032,41.4516983,5.2838602,1.0148799,93.7959976,1.34267,208.0749969,32.4564018,3.1712101,163.3439941,65.7237015,20.1119995,146.1929932,82.6521988,18.0764999,0.0
1.01947,173.7169952,1.36329,248.7440033,75.5501022,8.9935303,1.18445,149.7460022,1.51485,175.9199982,65.6569977,4.2185502,183.8809967,34.1446991,16.8299999,144.151001,43.1376991,15.9105997,33.8
